OTU,Sample,Abundance,date,location,carbon,timepoint,air_temp,Kingdom,Phylum,Class,Order,Family,Genus,Species
2feeff5df84be3663d48db014a1c9ac8,T8,0,6/1/2021,test,y,85,66,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T29,0,10/26/2021,test,y,232,50,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,C13,0,11/29/2021,control,y,266,35,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T14,0,7/12/2021,test,n,126,71,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T32,0,11/15/2021,test,y,252,34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T20,0,8/23/2021,test,n,168,79,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T26,0,10/4/2021,test,y,210,68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T35,0,12/13/2021,test,y,280,42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T23,0,9/13/2021,test,y,189,77,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T9,0,6/7/2021,test,y,91,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T18,0,8/9/2021,test,n,154,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,C8,0,10/26/2021,control,y,232,50,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T15,0,7/19/2021,test,n,133,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T33,0,11/22/2021,test,y,259,30,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,C14,0,12/6/2021,control,y,273,29,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T36,0,1/12/2022,test,y,310,37,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T5,0,5/13/2021,test,y,66,57,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T4,0,5/3/2021,test,y,56,63,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T29,0,10/26/2021,test,y,232,50,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T6,0,5/17/2021,test,y,70,64,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T28,0,10/18/2021,test,y,224,60,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T24,0,9/21/2021,test,y,197,67,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T3,0,4/26/2021,test,n,49,61,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T19,0,8/16/2021,test,n,161,73,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T16,0,7/26/2021,test,n,140,83,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T34,0,11/29/2021,test,y,266,35,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T10,0,6/14/2021,test,y,98,74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T2,0,4/19/2021,test,n,42,47,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T25,0,9/27/2021,test,y,203,72,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T7,0,5/24/2021,test,y,77,74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,RAS2,0,4/19/2021,ras,n,42,47,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T11,0,6/21/2021,test,n,105,68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T17,0,8/2/2021,test,n,147,71,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T31,0,11/8/2021,test,y,245,56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T8,0,6/1/2021,test,y,85,66,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,RAS3,0,5/24/2021,ras,y,77,74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T20,0,8/23/2021,test,n,168,79,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T35,0,12/13/2021,test,y,280,42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T9,0,6/7/2021,test,y,91,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T12,0,6/28/2021,test,n,112,74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T26,0,10/4/2021,test,y,210,68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T36,0,1/12/2022,test,y,310,37,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T33,0,11/22/2021,test,y,259,30,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,RAS4,0,6/21/2021,ras,n,105,68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T18,0,8/9/2021,test,n,154,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T27,0,10/11/2021,test,y,217,70,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,C9,0,11/1/2021,control,y,238,42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,RAS8,0,10/18/2021,ras,y,224,60,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T21,0,8/30/2021,test,n,175,77,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,C3,0,9/21/2021,control,y,197,67,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,C15,0,12/13/2021,control,y,280,42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,RAS1,0,3/8/2021,ras,n,0,54,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T13,0,7/6/2021,test,n,120,84,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,C1,0,9/7/2021,control,y,183,75,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,C4,0,9/27/2021,control,y,203,72,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,C16,0,1/12/2022,control,y,310,37,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,RAS5,0,7/19/2021,ras,n,133,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T22,0,9/7/2021,test,y,183,75,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,C5,0,10/4/2021,control,y,210,68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T14,0,7/12/2021,test,n,126,71,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T23,0,9/13/2021,test,y,189,77,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,C11,0,11/15/2021,control,y,252,34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,RAS10,0,12/13/2021,ras,y,280,42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,RAS6,0,8/16/2021,ras,n,161,73,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T15,0,7/19/2021,test,n,133,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,C2,0,9/13/2021,control,y,189,77,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,T1,0,3/8/2021,test,n,0,54,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,RAS7,0,9/7/2021,ras,y,183,75,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,C6,0,10/11/2021,control,y,217,70,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,RAS11,0,1/12/2022,ras,y,310,37,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,C8,0,10/26/2021,control,y,232,50,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,C12,0,11/22/2021,control,y,259,30,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,C14,0,12/6/2021,control,y,273,29,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
51eecedf6995cfa88867badb6a43b3d8,C13,0,11/29/2021,control,y,266,35,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T33,0,11/22/2021,test,y,259,30,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T24,0,9/21/2021,test,y,197,67,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T16,0,7/26/2021,test,n,140,83,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T11,0,6/21/2021,test,n,105,68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T34,0,11/29/2021,test,y,266,35,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,RAS7,0,9/7/2021,ras,y,183,75,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T25,0,9/27/2021,test,y,203,72,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T35,0,12/13/2021,test,y,280,42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,C9,0,11/1/2021,control,y,238,42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T17,0,8/2/2021,test,n,147,71,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T26,0,10/4/2021,test,y,210,68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T10,0,6/14/2021,test,y,98,74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,C15,0,12/13/2021,control,y,280,42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T12,0,6/28/2021,test,n,112,74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T18,0,8/9/2021,test,n,154,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T36,0,1/12/2022,test,y,310,37,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T4,0,5/3/2021,test,y,56,63,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,RAS8,0,10/18/2021,ras,y,224,60,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T3,0,4/26/2021,test,n,49,61,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T27,0,10/11/2021,test,y,217,70,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T28,0,10/18/2021,test,y,224,60,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,RAS1,0,3/8/2021,ras,n,0,54,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T21,0,8/30/2021,test,n,175,77,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T19,0,8/16/2021,test,n,161,73,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T2,0,4/19/2021,test,n,42,47,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,C16,0,1/12/2022,control,y,310,37,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T13,0,7/6/2021,test,n,120,84,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T8,0,6/1/2021,test,y,85,66,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T5,0,5/13/2021,test,y,66,57,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,RAS9,0,11/15/2021,ras,y,252,34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T31,0,11/8/2021,test,y,245,56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T32,0,11/15/2021,test,y,252,34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T29,0,10/26/2021,test,y,232,50,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,RAS10,0,12/13/2021,ras,y,280,42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T22,0,9/7/2021,test,y,183,75,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T23,0,9/13/2021,test,y,189,77,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T20,0,8/23/2021,test,n,168,79,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,C2,0,9/13/2021,control,y,189,77,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T14,0,7/12/2021,test,n,126,71,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T15,0,7/19/2021,test,n,133,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T9,0,6/7/2021,test,y,91,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T6,0,5/17/2021,test,y,70,64,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,T1,0,3/8/2021,test,n,0,54,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,RAS2,0,4/19/2021,ras,n,42,47,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,RAS3,0,5/24/2021,ras,y,77,74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,RAS4,0,6/21/2021,ras,n,105,68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,RAS11,0,1/12/2022,ras,y,310,37,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,C4,0,9/27/2021,control,y,203,72,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,C5,0,10/4/2021,control,y,210,68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,C6,0,10/11/2021,control,y,217,70,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,C3,0,9/21/2021,control,y,197,67,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,C10,0,11/8/2021,control,y,245,56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,C11,0,11/15/2021,control,y,252,34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,C12,0,11/22/2021,control,y,259,30,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,C1,0,9/7/2021,control,y,183,75,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,RAS6,0,8/16/2021,ras,n,161,73,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,RAS5,0,7/19/2021,ras,n,133,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,C8,0,10/26/2021,control,y,232,50,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,C7,0,10/18/2021,control,y,224,60,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,C14,0,12/6/2021,control,y,273,29,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
543e0a95760961a26482aed36b005dc1,C13,0,11/29/2021,control,y,266,35,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
56de9f39ed1fcd41057cef79f44af687,T29,0,10/26/2021,test,y,232,50,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
56de9f39ed1fcd41057cef79f44af687,T9,0,6/7/2021,test,y,91,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
56de9f39ed1fcd41057cef79f44af687,T31,0,11/8/2021,test,y,245,56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
56de9f39ed1fcd41057cef79f44af687,T32,0,11/15/2021,test,y,252,34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
56de9f39ed1fcd41057cef79f44af687,T24,0,9/21/2021,test,y,197,67,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
56de9f39ed1fcd41057cef79f44af687,C7,0,10/18/2021,control,y,224,60,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
56de9f39ed1fcd41057cef79f44af687,C4,0,9/27/2021,control,y,203,72,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
56de9f39ed1fcd41057cef79f44af687,T17,0,8/2/2021,test,n,147,71,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
56de9f39ed1fcd41057cef79f44af687,C10,0,11/8/2021,control,y,245,56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
56de9f39ed1fcd41057cef79f44af687,C5,0,10/4/2021,control,y,210,68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
